;file_name;quality_photo;terminal;receipt;terminal_damaged;terminal_undamaged;terminal_unrecognized_defect;other;anticlass;hash
11192;..\data\sorted_data_merged\damaged_augm\ЗНО0301502510_TS903149891-f0f241b3-25b9-4b62-bd20-578898e7ee10.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;57f0b0563263239cfd369435010b730d5dc572c3300fc14a24bfc90c69391510
11193;..\data\sorted_data_merged\damaged_augm\photo_3_2023-08-21_17-13-35.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;94c0a3d23953a980d371ba5422946c035e4a776ed5044188a911e54d7c3b4558
11194;..\data\sorted_data_merged\damaged_augm\ЗНО0301572360_TS903168360-ac3af527-6d35-4771-85b2-18e9d69e6e29.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;61cf67abc44d66b176c24bf5cc30e40e3a078005d2cb9f8595a0eadc2db1a315
11195;..\data\sorted_data_merged\damaged_augm\photo1692617578 (1).jpeg_gray_contr.jpeg;1;1;0;1;0;0;0;0;ebc139916c63eabec600230fa03379ad9b47317d08348dc53bc8ba5a2f9a32eb
11201;..\data\sorted_data_merged\damaged_augm\ЗНО0301647715_TS903181963-12b969eb-3301-4568-8a51-733d1148e733.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;19c03e2b7060936b354788bc982dde0f9eb4783a6f7eedb9e398546633194820
11202;..\data\sorted_data_merged\damaged_augm\ЗНО0301394410_TS903129066-175fc1bd-a2f1-4ecd-824d-5b0a4f554261.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;e006e19e4484554e5300faa8fb752963a8e4983f1972e5225a7afdba319f4462
11203;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301644335_TS903181849-08069081-6cfc-4884-8087-ed53afaa3e34.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;9819644c058e5bafb6e59dd6410417add6a62b657d823064b34bcb0b6955a2d9
11205;..\data\sorted_data_merged\damaged_augm\photo_5348397983890261786_y.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;b7b87b1913488c4479395a0c6607f029bc0ba7ac8d937d6a30df1a6234b04410
11206;..\data\sorted_data_merged\damaged_augm\Залит.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;f3c863ba3068f12585a24171e3b078777741220e0096a66a23f6bc8b02ec9908
11209;..\data\sorted_data_merged\damaged_augm\photo_3_2023-08-21_17-13-50.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;039885c107c31c40fae0a19249017b8531f62efce30be6a84d967a39ba1969d8
11210;..\data\sorted_data_merged\damaged_augm\ЗНО0301396516_TS903129544-c5de5642-369f-4724-8857-f74dabe693e0.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;2a5ded0ca47ee076cdb003a91fe82e7f24288ff04783c5fd99377e3933531289
11212;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301576950_TS903169439-6e30c2ca-e706-4b11-80a5-5f4a491d4864.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;9822a583e7bf27f7c7d0e862e3e8cae780380dc75fa50ba5d9ad8c053a50bc79
11227;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301571237_TS903168004-7f571bf9-0797-4272-b35a-f7b3bfd98b21.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;5ff92444c2d29c7caa05a3c126d0d91c718ef331e6cfc9f532754517b38846cd
11228;..\data\sorted_data_merged\damaged_augm\грязь и или потертости экрана1.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;df91e294af31c7307a2c8889554181fdf7a626216da9e88719c2b25083017e16
11229;..\data\sorted_data_merged\damaged_augm\грязь и или потертости экрана1.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;c956d2f11387dfa8f2d79fff6a58bfbc51cf7df1f15e2f0aaa85d764c2ca44a0
11232;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301666708_TS903186509-f3d64ce4-7f97-4870-8382-ebf77717278d.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;a9c551f0f93221889247c6c579894001cc752acd1d81909c596cd4f3dd2c7677
11233;..\data\sorted_data_merged\damaged_augm\ЗНО0301581190_TS903170202-7b15e11e-78f3-40fc-9d7c-b3ca60e408eb.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;3b16c82fd4dc3a99cec87b5c42ce60c4f1869e85624c275d4f052f7b3a9d17bd
11236;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301582288_TS903170437-a0b19b5b-0064-4021-a89f-7096ccf81231.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;2d693800a49275d520d966a3017f3bf2d0b146c5a498ae212ed4051b3ef5ac94
11238;..\data\sorted_data_merged\damaged_augm\ЗНО0301303306_TS903110180-c6ebb36b-52f5-4563-b803-47215b374e9c.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;5216f958d3e2808c667695c460b9148b96deb4c98bb23acd2e0925cde5f186be
11239;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_16-49-13.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;62e5a437a888d80b73ef0f56f808825d5183a260b8844086bf0891481b33575a
11243;..\data\sorted_data_merged\damaged_augm\грязь и следы жизнедеятельности насекомых1.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;6702eb724038a39e48b4ac3849f7b08e99650f03c3f6883948c1d58d0edfee64
11245;..\data\sorted_data_merged\damaged_augm\ЗНО0301396603_TS903129619-857e8350-a56c-4a94-8fab-6226769da98f.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;8db26e55fc45e3b5957488af6cad1630dbefc9c0690e0f49ce25b2c33d09e80c
11247;..\data\sorted_data_merged\damaged_augm\photo_10_2023-08-21_16-59-59.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;9d1a853f89858ad460c00f666118254d9b000e4041feb49bc14bce27995b3764
11248;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_14-59-06.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;196288df04e703e4a08df15794ad82b99b6ab017d0a2987dac1fb25a79d5b7d7
11249;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301575403_TS903169089-87b42d66-f0cd-4d33-af96-20b4af435536.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;e420daba89a255bc2ec2f20ff1f5f3d0cafb4a39a39de751ddb278f594d66722
11252;..\data\sorted_data_merged\damaged_augm\photo_6_2023-08-21_17-10-06.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;02e90b836e153e10671ea7fcbbd53663ddfadd68a7e5ceb1d7111f6a68ea547d
11254;..\data\sorted_data_merged\damaged_augm\ЗНО0301487208_TS903147161-a88b7c3f-7cc1-4d88-9370-e97f61cf7c35.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;85b37bcc1a2c0659548d47320dd81f00afe78fc9548e1c7614b8a7d5e340ec66
11258;..\data\sorted_data_merged\damaged_augm\ЗНО0301391472_TS903127764-296d81ac-a3c4-4b54-840b-8ea2a050c90f.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;23fe07fec3b45e54cf0160b8cb449f659574c2d1a99ffdeb7e1948873d4905ad
11259;..\data\sorted_data_merged\damaged_augm\photo1692623289 (2).jpeg_random_combs3.jpeg;1;1;0;1;0;0;0;0;8601e415563ec459e395b4b0cb2aa0569a2f44412dacf0702126642cc50821ff
11260;..\data\sorted_data_merged\damaged_augm\грязь и следы жизнедеятельности насекомых.jpg_contr.jpeg;1;1;0;1;0;0;0;0;4e09203b7ca4065c16e74423b6f283a96774f595dec9e9b46be3318c2a6c2e9d
11261;..\data\sorted_data_merged\damaged_augm\ЗНО0301401531_TS903130089-2068b2b5-daea-4ed4-bbdd-ee2a84a420a5.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;8355e18c098599e3752f4f2c6181ff607da23c55696d562ce444279cc51c2814
11265;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301696536_TS903193413-b2c641a0-4351-41ac-92d0-ec7c586f075a.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;1cae00032a25d1cb68d4cc71f0d2054b9db70734059fbb6a9015acd3b59fa0ab
11266;..\data\sorted_data_merged\damaged_augm\С дефектами (28).jpg_sharp.jpeg;1;1;0;1;0;0;0;0;f650c3e2728b780f561b35371c78531c38346dc35ff5d64f539a9f4e53e23bb4
11267;..\data\sorted_data_merged\damaged_augm\photo1692623270 (5).jpeg_random_combs3.jpeg;1;1;0;1;0;0;0;0;4975ce2786d458d5b208b45a5638e8629d6646ac76ce79a4ae5e86822633baf8
11268;..\data\sorted_data_merged\damaged_augm\ЗНО0301410628_TS903131724-051d6350-9ad7-4591-ab09-cb263b38258d.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;f21cb7dc9a3ed2a0279d5e62aedbf040e03e6f0dbd315b150284146f0e84ec55
11271;..\data\sorted_data_merged\damaged_augm\photo1692623301 (15).jpeg_random_combs2.jpeg;1;1;0;1;0;0;0;0;723c70137514a30aebe67f3d2431ffdca1ed1e83e997f73748d958fca192cc9c
11272;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301573985_TS903168750-d58be149-1349-4c53-ae28-20044cde9ba0.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;c8f2c37803f427864ad868f46d290d7b5eeb6f0b9e8468a5aa6e064bb2ed5fd8
11286;..\data\sorted_data_merged\damaged_augm\ЗНО0301314553_TS903112844-e585a44f-a25d-4cb2-a6ea-324a09f11956.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;4f766c0e7218c9e946b20e2fe396a8aa78e973695269a44e8e16bb150a71092f
11289;..\data\sorted_data_merged\damaged_augm\С дефектами (13).jpg_sharp.jpeg;1;1;0;1;0;0;0;0;7e0012a341a5980d4b160cd36fa08aec0afdad4c028e5e01c1253ffec054f068
11292;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301668233_TS903186935-d8db640b-1824-4128-96c8-f4149cc3b0f5.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;17ddd8799fa8b63f4c6e17fd2400c375f23789fc64f3af151fb06fb4c5184b6e
11293;..\data\sorted_data_merged\damaged_augm\Разбит экран.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;b8225b49de52dc18a0d643fa4295eb419bbabfe9b062cf11ee5b8a4a4aaae4dd
11294;..\data\sorted_data_merged\damaged_augm\ЗНО0301514251_TS903152224-947b1b53-a66f-475a-b5e8-6c199a243e8d.jpg_contr.jpeg;1;1;0;1;0;0;0;0;0fb34296f5741df56c1f67d63ca6b42842ed7ba43450ca11eb2b3ed3c127683f
11295;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301583691_TS903170641-b6cbd92e-ab60-4712-8a75-355d974f9f03.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;058c512667583ad257b517ab6caa48dc414bc4466016a3060a771eb7a04eb3a5
11296;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301696536_TS903193413-b2c641a0-4351-41ac-92d0-ec7c586f075a.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;ad0d4fb8dae1ffc22e5b6c50a8033e61026fc18dad4633f3319a3f8add21b0c8
11297;..\data\sorted_data_merged\damaged_augm\photo1692623289.jpeg_random_combs2.jpeg;1;1;0;1;0;0;0;0;aeb25daef52246ddf0bb34cc4d525e4ec4679c667ebbd6aaa5ea65709d0a6037
11298;..\data\sorted_data_merged\damaged_augm\photo1692623289.jpeg_emboss.jpeg;1;1;0;1;0;0;0;0;e55d35e677218230062f8b38d58458bd55e292a0271ce5f8c4dcd6c3de8d7b4e
11300;..\data\sorted_data_merged\damaged_augm\С дефектами (62).jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;efc4732fcbc4911fc3ab5958a697c8fb09078d38630bfdabf218fac2aee2a22b
11302;..\data\sorted_data_merged\damaged_augm\ЗНО0301516536_TS903153348-6ebd3805-3b5e-47ec-93dc-ce51b271cc61.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;4f7fe08492e192aaf490265cfb8444ef951e4733d972a8493f3f9fb8c65d4198
11305;..\data\sorted_data_merged\damaged_augm\photo1692623301 (27).jpeg_gray_contr.jpeg;1;1;0;1;0;0;0;0;dccce11798238e6d64a3edcf4f53a51243ad00e830c4f9eb16123598a0a12a54
11306;..\data\sorted_data_merged\damaged_augm\ЗНО0301402443_TS903130206-2de57139-b0da-4421-9ad2-04570bd23697.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;e021642dec1b4e2f81584ef751c9d3274f1e960cbc11e9d02c0e0fab5b6cb914
11308;..\data\sorted_data_merged\damaged_augm\ЗНО0301515443_TS903153016-aef65ca7-d245-4aff-a055-4886cd6a1cfd.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;643a6206d38e7f4ee0e6ca1a368dc16ec358e1394480050d21f26cb0a39921e7
11309;..\data\sorted_data_merged\damaged_augm\ЗНО0301489861_TS903147455-016cfde8-dff7-422a-9ec1-5446fe3d1927.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;fa393ab9710be3c158fdf3cd4b1309337d029bd9cac953c10603550d97379f4c
11310;..\data\sorted_data_merged\damaged_augm\photo_9_2023-08-21_16-59-59.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;b7994e1a4c58a2a27ab7b9c72d869b9753d47494f762b4d78be07b72b4336d96
11311;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301595734_TS903173333-17e41e5b-d7a7-4b9f-ad83-470152bec1f6.jpg_clache.jpeg;1;1;0;1;0;0;0;0;f7e8a30e958e04ca5f614846b13dcc5e7d90c25b1ac4d1242b558697e44a41f5
11314;..\data\sorted_data_merged\damaged_augm\ЗНО0301396603_TS903129619-857e8350-a56c-4a94-8fab-6226769da98f.jpg_clache.jpeg;1;1;0;1;0;0;0;0;8b9bce1303a1f7c458a0b46c84e0a2444b37bace0de2e343a47c27dd0e467b4f
11316;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301668676_TS903187040-df2a55c2-6037-44a8-924d-44a36afef721.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;71b1d350def61810f05a669e16026dad57c19f30a12361feaa763533d77b9990
11318;..\data\sorted_data_merged\damaged_augm\ЗНО0301495598_TS903148576-c4827092-4847-48b3-880c-08a596ed0d5f.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;5fef746c19260e29798a3021b9b797711d0bd4808fd9c12ae8c7e36ead63cc1e
11321;..\data\sorted_data_merged\damaged_augm\photo_17_2023-08-21_15-28-35.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;38c558c5919552ea548bcdbfb037e94e398856dd64a6dd39616b14f820bceb25
11322;..\data\sorted_data_merged\damaged_augm\ЗНО0301278388_TS903105714-b423236f-a2d8-4751-bc1a-d06c1ae9a7af.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;9cdf3ebad64b00c9a67476e0672311be72e2c7e5eb8d29950419e9c6412605c3
11323;..\data\sorted_data_merged\damaged_augm\photo_7_2023-08-21_17-13-50.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;a798b1f5e17661388a7f2aabfd8e07eacf6c1492cd5d5108a9150a8d5b022cf6
11324;..\data\sorted_data_merged\damaged_augm\ЗНО0301278388_TS903105714-b423236f-a2d8-4751-bc1a-d06c1ae9a7af.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;a1883410d4824c54547572e903708b447a77e94e1201ee1fc37475b3fccb7599
11328;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301573985_TS903168750-d58be149-1349-4c53-ae28-20044cde9ba0.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;cc0ba247cff1db2c688ba45d82f62aab0e77f398e13f4e5ae9572716682d8eee
11330;..\data\sorted_data_merged\damaged_augm\ЗНО0301507623_TS903151237-3f186251-81b2-4380-a94f-6e55ef51a54b.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;578de16b3b289764eca480d7a47e14eda4554aee5f62136d1ca24204eab94300
11331;..\data\sorted_data_merged\damaged_augm\ЗНО0301507623_TS903151237-3f186251-81b2-4380-a94f-6e55ef51a54b.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;9cdd9e786dbf92e38c95866320b727332f1c6493d44832a01d865e4e84f60db7
11337;..\data\sorted_data_merged\damaged_augm\photo1692623245 (8).jpeg_clache.jpeg;1;1;0;1;0;0;0;0;cb93d302034d52719b1a1c6d9ad3ecb16b3c3b6189f7a656b048bfed89abeea7
11338;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301637010_TS903180299-bc37ea0e-8ee4-4053-b922-5a9e20bb2d74.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;55b571c08fa198c5266d62af32261fea9bfd6b7feda1ea2243d90488af297002
11341;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301668786_TS903187138-868b8222-73c2-43fb-9c6e-886f7dc06724.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;a8c4ceda345d1fc1d60a06e2a537eead9f4237c4c8e4f05a9ecd3128f67efc4f
11343;..\data\sorted_data_merged\damaged_augm\ЗНО0301502502_TS903149904-1258d2e3-365f-463c-9b74-cb359727e5bf.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;3cf29888e90ad5ad4ece84d8766db4763b4d1fc1cb114aebf269ffc509e579a2
11344;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301635666_TS903180066-cd3fc167-7728-4a32-bddd-db9dee60096e.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;55780d801682cac2bab5fd2ce6b3a34fa6de5bbb2ecae3f5e6cfe3b329a6fd07
11345;..\data\sorted_data_merged\damaged_augm\photo1692623270 (1).jpeg_contr.jpeg;1;1;0;1;0;0;0;0;860256935d5e7ce1dc0028baf19f346d8ce00730d933221aa0c8b94e36800a32
11346;..\data\sorted_data_merged\damaged_augm\photo_15_2023-08-21_15-28-35.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;66c05849810fd5e9391033f38813b35c31141f36ab7263aefe2471c4fd5f9dd7
11348;..\data\sorted_data_merged\damaged_augm\ЗНО0301389985_TS903127369-0758b99b-1845-4f52-9cfa-4a083b20f5f5.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;d58ead43ad15225eb18b0a42ed4f48b8f90e5129973a78843b8bd39c93cfacc1
11349;..\data\sorted_data_merged\damaged_augm\3.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;470d0abe58e05b879eaa4f8882c86724ade3b2f786bb1332521de70bead03527
11351;..\data\sorted_data_merged\damaged_augm\Без повреждений (5).jpeg_sharp.jpeg;1;1;0;1;0;0;0;0;efb1216302b81352d23f95a2f872f48a35e134e97afeeba339b19c0d6e655f9d
11352;..\data\sorted_data_merged\damaged_augm\photo1692623301.jpeg_random_combs2.jpeg;1;1;0;1;0;0;0;0;36d9d83a7330ac2f20cc6dd03f5acf123a762cd2f686eda76434b2f72f07e04c
11355;..\data\sorted_data_merged\damaged_augm\4.jpg_clache.jpeg;1;1;0;1;0;0;0;0;5166083e508e01ff5da3ca618eb738f68e7cf976280d5e190b3b8636979a97c8
11357;..\data\sorted_data_merged\damaged_augm\photo1692623281 (7).jpeg_random_combs2.jpeg;1;1;0;1;0;0;0;0;8462e35383e8f107ec15d2538e4b1dc31f04614d64996fe50aab6f341504a341
11360;..\data\sorted_data_merged\damaged_augm\С дефектами (64).jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;29c9350c38df340c78878bc589c5849348b6e7191272c68df1ef04430b6905ec
11363;..\data\sorted_data_merged\damaged_augm\ЗНО0301408167_TS903131113-ee8a2c77-3d60-4889-84cd-e102603fd382.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;6e64d48236fa9998f223b20b2500ffd39a5f69f2b535a94e9af420eb0c6d75c0
11364;..\data\sorted_data_merged\damaged_augm\С дефектами (51).jpg_clache.jpeg;1;1;0;1;0;0;0;0;8c8693e4216ec755cc4926b9fc87ed68779b69a2ada93bbc4b7dca9f1a7ec020
11365;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301641890_TS903181492-9cc7deb0-7ae9-499b-ac46-70cd0b83ec02.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;80e0f5ba807892cd60d4b1ba103e78acc801df28dd293af0dec98c2d34368686
11366;..\data\sorted_data_merged\damaged_augm\IMG_20230810_152958_341.jpg_contr.jpeg;1;1;0;1;0;0;0;0;cfe481c0394ceb480ecb5f3e0321941edb66c23f9ecf10f130f82a5280f365a8
11373;..\data\sorted_data_merged\damaged_augm\С дефектами (27).jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;bff249f6c126ea36c4777314a6f0e45b1d1caf75ce862d3a66dc2a8e53fdbe1b
11374;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301588439_TS903171869-b4d35ea8-9734-4c9c-90c7-f86fd9d76c41.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;fe868306c1bd8e9ffb9dc82fd054728d76d78b824c41cf7318d3c3248f323871
11378;..\data\sorted_data_merged\damaged_augm\ЗНО0301443758_TS903138975-ddf034cd-aa67-49f4-94ff-4a5a7f6f9a02.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;8f427fb238e2e1f2c9cf4fbefc13400f8c4e0317f248e6b217ffe5635bbc120b
11379;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301580201_TS903170099-40095bcd-217a-4cf9-88a9-878e656dbc58.jpg_random_combs.jpeg;1;1;0;1;0;0;0;0;2a6a9ed9f52e1204e88c62c6c854091faa05cc3e2d7510f2ab3a4f51929c62ae
11383;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301571586_TS903168077-3d7a4bca-ed9f-41c1-9482-09cfad484180.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;b3e297ce0a81bcee8f4b10a00e0087eb246d2d19113bb427e6d219c8d8278a65
11385;..\data\sorted_data_merged\damaged_augm\ЗНО0301397003_TS903129772-90de9ab0-5e88-4f04-9bfe-857bf390983a.jpg_contr.jpeg;1;1;0;1;0;0;0;0;6bf4452fc2a646f8c43261297bb6171c636be603d88051ced4acb2453fe29b6c
11387;..\data\sorted_data_merged\damaged_augm\ЗНО0301402090_TS903130150-e334b772-d89c-4855-8ec6-bced4a65ac1a.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;06739987a72968ee855b31bf43948042d602cc33a45d89adfd80c575d6c25dcd
11388;..\data\sorted_data_merged\damaged_augm\ЗНО0301309073_TS903111589-86c4dc90-7dc5-47a2-8d78-67a0c401f0b6.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;1c76267ecd28ce852b539905eba47c15218e36d6073fe0c71be860edbf1a37e2
11389;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301706958_TS903195963-16153fa0-8fb7-4e17-a9bc-d0c5f9787722.jpg_contr.jpeg;1;1;0;1;0;0;0;0;ad880767a3cba1ccce043e7c86e3de5a0b76b8d8434f0500e53f1fefd4f57725
11394;..\data\sorted_data_merged\damaged_augm\ЗНО0301402358_TS903130194-29d9dc84-4ffa-412b-92f0-65c128feb634.jpg_random_combs3.jpeg;1;1;0;1;0;0;0;0;2dea191923deeaed4f1786b77a7b54ef0a6ecf83f4e917c9dd4dbfe6fbf65158
11396;..\data\sorted_data_merged\damaged_augm\photo_2023-08-21_16-49-27.jpg_contr.jpeg;1;1;0;1;0;0;0;0;e08b377ea40bfbbcb7c8addd79f8ec5e49b2861438709d5ca852d569207ffe70
11397;..\data\sorted_data_merged\damaged_augm\photo_2_2023-08-21_16-59-59.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;4aac82119749ea192f8ed3fbce08e340791c43008622c5a5712be39ee0dba745
11399;..\data\sorted_data_merged\damaged_augm\photo_10_2023-08-21_17-13-50.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;7648b86f9213404bb9959f31b431502194538145ecb596f3fa8c7a9a0e8af589
11400;..\data\sorted_data_merged\damaged_augm\photo1692623301 (9).jpeg_random_combs2.jpeg;1;1;0;1;0;0;0;0;c0b13f866accca4741c3f3c278025301b4bd5778ccee00e4fa094da6a30087b5
11402;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301666267_TS903186376-05014448-e6bf-4914-9352-0540c02e56b6.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;16666f961120dbd84b4ef3434c03e96dbef3fbba72963703e1dd8b9674c25b49
11406;..\data\sorted_data_merged\damaged_augm\IMG20230816161313.jpg_gray_contr.jpeg;1;1;0;1;0;0;0;0;dba648475710b80dd83d150f40cee2f0e9eaf0c5cad287c02d3b3698872601e3
11407;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301574798_TS903168890-9879221d-2d89-4f87-b680-38630ecb0b6b.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;ca286a020c05b36ca42206a299e10c23b22c377da85db88ae0ef73d3e2816c11
11408;..\data\sorted_data_merged\damaged_augm\ЗНО0301303306_TS903110180-c6ebb36b-52f5-4563-b803-47215b374e9c.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;d17abb1af6c7332942a0c3bceeac01b8f0aa93388c287e7d7a00871dfdf3ccf6
11409;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301757209_TS903204542-d6733afc-4df5-4fa7-9272-7cc0c4915732.jpg_random_combs2.jpeg;1;1;0;1;0;0;0;0;312a08268237c1544cc9183e35bafa136fc593bc64115bb95d13ba784e8c427d
11410;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301635666_TS903180066-cd3fc167-7728-4a32-bddd-db9dee60096e.jpg_clache.jpeg;1;1;0;1;0;0;0;0;422ba137140d173e57943d77860c0a4e475509ef5f7655a3a1965bce274468fe
11411;..\data\sorted_data_merged\damaged_augm\photo_2_2023-08-21_17-10-06.jpg_emboss.jpeg;1;1;0;1;0;0;0;0;2814cdea9b4d7b3eab8f7825481758ee3eec9773856854d992e62c839c0500ae
11412;..\data\sorted_data_merged\damaged_augm\С дефектами (23).jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;2310a9b5e3f720df391d0ba87469169a6762acf8900678d5cfec4cb83b169a71
11414;..\data\sorted_data_merged\damaged_augm\ЗНО0301364725_TS903122942-14fbd3f3-d1c3-47cd-b47d-a28d50f8ce9a.jpg_color_jitter.jpeg;1;1;0;1;0;0;0;0;27ede793f5ed0c61694f64697d1e3274e7ae0e32b78198d6c086059035ec4374
11416;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301661665_TS903185458-d5e5a8b3-76fb-4d67-8751-ae9e8cdbb43c.jpg_hue_sat.jpeg;1;1;0;1;0;0;0;0;83535dc157b9522bbc35e0331a12767a58451c23feae4de95004e0a34165b886
11417;..\data\sorted_data_merged\damaged_augm\╨Ч╨Э╨Ю0301667295_TS903186639-5a7c5c0a-cfa4-4a23-82f8-cb9333eff4ad.jpg_clache.jpeg;1;1;0;1;0;0;0;0;048dfa88d37ed4afc0b576da4b229938517948aba0e624811152767a0f0d8d8c
11418;..\data\sorted_data_merged\damaged_augm\photo_15_2023-08-21_15-28-35.jpg_sharp.jpeg;1;1;0;1;0;0;0;0;97b22c228ed1da7a2326430494cb50a4a17eebadcb3e006e153647bd27562860
